[2026-04-27 00:29:36,688][__main__][INFO] - step 10 | train/loss 4.5979 | train/acc 0.0112 | val/loss 4.6135 | val/acc 0.0094
[2026-04-27 00:29:37,042][__main__][INFO] - step 20 | train/loss 4.5841 | train/acc 0.0123 | val/loss 4.6076 | val/acc 0.0083
[2026-04-27 00:29:37,410][__main__][INFO] - step 30 | train/loss 4.5792 | train/acc 0.0121 | val/loss 4.5986 | val/acc 0.0087
[2026-04-27 00:29:37,740][__main__][INFO] - step 40 | train/loss 4.5761 | train/acc 0.0129 | val/loss 4.5951 | val/acc 0.0077
[2026-04-27 00:29:38,086][__main__][INFO] - step 50 | train/loss 4.5733 | train/acc 0.0125 | val/loss 4.5954 | val/acc 0.0083
[2026-04-27 00:29:38,332][__main__][INFO] - step 60 | train/loss 4.5723 | train/acc 0.0125 | val/loss 4.5970 | val/acc 0.0081
[2026-04-27 00:29:38,755][__main__][INFO] - step 70 | train/loss 4.5692 | train/acc 0.0129 | val/loss 4.5994 | val/acc 0.0077
[2026-04-27 00:29:39,058][__main__][INFO] - step 80 | train/loss 4.5658 | train/acc 0.0123 | val/loss 4.5996 | val/acc 0.0081
[2026-04-27 00:29:39,435][__main__][INFO] - step 90 | train/loss 4.5451 | train/acc 0.0181 | val/loss 4.6420 | val/acc 0.0052
[2026-04-27 00:29:39,747][__main__][INFO] - step 100 | train/loss 4.5305 | train/acc 0.0246 | val/loss 4.6576 | val/acc 0.0029
[2026-04-27 00:29:40,020][__main__][INFO] - step 110 | train/loss 4.4985 | train/acc 0.0267 | val/loss 4.7174 | val/acc 0.0031
[2026-04-27 00:29:40,358][__main__][INFO] - step 120 | train/loss 4.4648 | train/acc 0.0279 | val/loss 4.7387 | val/acc 0.0027
[2026-04-27 00:29:40,692][__main__][INFO] - step 130 | train/loss 4.4203 | train/acc 0.0339 | val/loss 4.8014 | val/acc 0.0021
[2026-04-27 00:29:41,026][__main__][INFO] - step 140 | train/loss 4.3819 | train/acc 0.0416 | val/loss 4.8227 | val/acc 0.0019
[2026-04-27 00:29:41,263][__main__][INFO] - step 150 | train/loss 4.3279 | train/acc 0.0527 | val/loss 4.8490 | val/acc 0.0023
[2026-04-27 00:29:41,525][__main__][INFO] - step 160 | train/loss 4.2702 | train/acc 0.0596 | val/loss 4.8432 | val/acc 0.0040
[2026-04-27 00:29:41,970][__main__][INFO] - step 170 | train/loss 4.1922 | train/acc 0.0635 | val/loss 4.8010 | val/acc 0.0048
[2026-04-27 00:29:42,227][__main__][INFO] - step 180 | train/loss 4.1100 | train/acc 0.0789 | val/loss 4.7591 | val/acc 0.0075
[2026-04-27 00:29:42,578][__main__][INFO] - step 190 | train/loss 4.0206 | train/acc 0.0852 | val/loss 4.7279 | val/acc 0.0069
[2026-04-27 00:29:42,942][__main__][INFO] - step 200 | train/loss 3.9398 | train/acc 0.0993 | val/loss 4.7037 | val/acc 0.0069
[2026-04-27 00:29:43,275][__main__][INFO] - step 210 | train/loss 3.8536 | train/acc 0.1108 | val/loss 4.6756 | val/acc 0.0073
[2026-04-27 00:29:43,613][__main__][INFO] - step 220 | train/loss 3.7658 | train/acc 0.1306 | val/loss 4.6606 | val/acc 0.0079
[2026-04-27 00:29:43,864][__main__][INFO] - step 230 | train/loss 3.6631 | train/acc 0.1449 | val/loss 4.6495 | val/acc 0.0087
[2026-04-27 00:29:44,103][__main__][INFO] - step 240 | train/loss 3.5589 | train/acc 0.1701 | val/loss 4.5792 | val/acc 0.0106
[2026-04-27 00:29:44,360][__main__][INFO] - step 250 | train/loss 3.4026 | train/acc 0.2026 | val/loss 4.4174 | val/acc 0.0121
[2026-04-27 00:29:44,612][__main__][INFO] - step 260 | train/loss 3.2213 | train/acc 0.2251 | val/loss 4.1246 | val/acc 0.0198
[2026-04-27 00:29:44,851][__main__][INFO] - step 270 | train/loss 3.0117 | train/acc 0.2707 | val/loss 3.8922 | val/acc 0.0287
[2026-04-27 00:29:45,192][__main__][INFO] - step 280 | train/loss 2.7827 | train/acc 0.3155 | val/loss 3.6439 | val/acc 0.0364
[2026-04-27 00:29:45,550][__main__][INFO] - step 290 | train/loss 2.5558 | train/acc 0.3648 | val/loss 3.3911 | val/acc 0.0454
[2026-04-27 00:29:45,837][__main__][INFO] - step 300 | train/loss 2.3456 | train/acc 0.4246 | val/loss 3.1939 | val/acc 0.0652
[2026-04-27 00:29:46,167][__main__][INFO] - step 310 | train/loss 2.1611 | train/acc 0.4473 | val/loss 3.0439 | val/acc 0.0789
[2026-04-27 00:29:46,468][__main__][INFO] - step 320 | train/loss 2.0001 | train/acc 0.5050 | val/loss 2.9392 | val/acc 0.0748
[2026-04-27 00:29:46,781][__main__][INFO] - step 330 | train/loss 1.8270 | train/acc 0.5596 | val/loss 2.8326 | val/acc 0.0931
[2026-04-27 00:29:47,175][__main__][INFO] - step 340 | train/loss 1.6881 | train/acc 0.5929 | val/loss 2.7419 | val/acc 0.0991
[2026-04-27 00:29:47,558][__main__][INFO] - step 350 | train/loss 1.5465 | train/acc 0.6318 | val/loss 2.6555 | val/acc 0.1179
[2026-04-27 00:29:47,889][__main__][INFO] - step 360 | train/loss 1.4185 | train/acc 0.6678 | val/loss 2.6042 | val/acc 0.1227
[2026-04-27 00:29:48,147][__main__][INFO] - step 370 | train/loss 1.2524 | train/acc 0.7193 | val/loss 2.4824 | val/acc 0.1395
[2026-04-27 00:29:48,490][__main__][INFO] - step 380 | train/loss 1.1750 | train/acc 0.7374 | val/loss 2.4572 | val/acc 0.1518
[2026-04-27 00:29:48,856][__main__][INFO] - step 390 | train/loss 1.0204 | train/acc 0.7826 | val/loss 2.3561 | val/acc 0.1695
[2026-04-27 00:29:49,234][__main__][INFO] - step 400 | train/loss 0.9296 | train/acc 0.8120 | val/loss 2.3019 | val/acc 0.2022
[2026-04-27 00:29:49,592][__main__][INFO] - step 410 | train/loss 0.8211 | train/acc 0.8403 | val/loss 2.2371 | val/acc 0.2234
