[2026-04-27 00:28:13,620][__main__][INFO] - step 10 | train/loss 4.5992 | train/acc 0.0117 | val/loss 4.6189 | val/acc 0.0090
[2026-04-27 00:28:13,781][__main__][INFO] - step 20 | train/loss 4.5829 | train/acc 0.0137 | val/loss 4.6070 | val/acc 0.0069
[2026-04-27 00:28:13,949][__main__][INFO] - step 30 | train/loss 4.5784 | train/acc 0.0123 | val/loss 4.6036 | val/acc 0.0083
[2026-04-27 00:28:14,112][__main__][INFO] - step 40 | train/loss 4.5720 | train/acc 0.0133 | val/loss 4.6013 | val/acc 0.0073
[2026-04-27 00:28:14,279][__main__][INFO] - step 50 | train/loss 4.5724 | train/acc 0.0137 | val/loss 4.6013 | val/acc 0.0069
[2026-04-27 00:28:14,440][__main__][INFO] - step 60 | train/loss 4.5719 | train/acc 0.0129 | val/loss 4.5999 | val/acc 0.0081
[2026-04-27 00:28:14,706][__main__][INFO] - step 70 | train/loss 4.5683 | train/acc 0.0142 | val/loss 4.6045 | val/acc 0.0067
[2026-04-27 00:28:14,870][__main__][INFO] - step 80 | train/loss 4.5525 | train/acc 0.0204 | val/loss 4.6140 | val/acc 0.0058
[2026-04-27 00:28:15,042][__main__][INFO] - step 90 | train/loss 4.5215 | train/acc 0.0233 | val/loss 4.6579 | val/acc 0.0056
[2026-04-27 00:28:15,199][__main__][INFO] - step 100 | train/loss 4.4880 | train/acc 0.0327 | val/loss 4.7006 | val/acc 0.0062
[2026-04-27 00:28:15,368][__main__][INFO] - step 110 | train/loss 4.4400 | train/acc 0.0383 | val/loss 4.7454 | val/acc 0.0077
[2026-04-27 00:28:15,531][__main__][INFO] - step 120 | train/loss 4.3919 | train/acc 0.0525 | val/loss 4.7841 | val/acc 0.0094
[2026-04-27 00:28:15,717][__main__][INFO] - step 130 | train/loss 4.3285 | train/acc 0.0643 | val/loss 4.8121 | val/acc 0.0108
[2026-04-27 00:28:15,880][__main__][INFO] - step 140 | train/loss 4.2568 | train/acc 0.0783 | val/loss 4.8302 | val/acc 0.0127
[2026-04-27 00:28:16,049][__main__][INFO] - step 150 | train/loss 4.1791 | train/acc 0.0964 | val/loss 4.8488 | val/acc 0.0119
[2026-04-27 00:28:16,209][__main__][INFO] - step 160 | train/loss 4.0891 | train/acc 0.1091 | val/loss 4.8538 | val/acc 0.0131
[2026-04-27 00:28:16,487][__main__][INFO] - step 170 | train/loss 4.0029 | train/acc 0.1252 | val/loss 4.8317 | val/acc 0.0167
[2026-04-27 00:28:16,656][__main__][INFO] - step 180 | train/loss 3.8877 | train/acc 0.1483 | val/loss 4.7909 | val/acc 0.0192
[2026-04-27 00:28:16,824][__main__][INFO] - step 190 | train/loss 3.7720 | train/acc 0.1781 | val/loss 4.7220 | val/acc 0.0206
[2026-04-27 00:28:16,980][__main__][INFO] - step 200 | train/loss 3.6121 | train/acc 0.2130 | val/loss 4.5761 | val/acc 0.0310
[2026-04-27 00:28:17,145][__main__][INFO] - step 210 | train/loss 3.4106 | train/acc 0.2720 | val/loss 4.3038 | val/acc 0.0514
[2026-04-27 00:28:17,315][__main__][INFO] - step 220 | train/loss 3.1217 | train/acc 0.3342 | val/loss 3.9149 | val/acc 0.0781
[2026-04-27 00:28:17,490][__main__][INFO] - step 230 | train/loss 2.8513 | train/acc 0.4080 | val/loss 3.6337 | val/acc 0.1100
[2026-04-27 00:28:17,650][__main__][INFO] - step 240 | train/loss 2.5575 | train/acc 0.4952 | val/loss 3.3390 | val/acc 0.1681
[2026-04-27 00:28:17,815][__main__][INFO] - step 250 | train/loss 2.2305 | train/acc 0.5962 | val/loss 2.9150 | val/acc 0.2418
[2026-04-27 00:28:17,977][__main__][INFO] - step 260 | train/loss 1.8765 | train/acc 0.7220 | val/loss 2.4626 | val/acc 0.3763
[2026-04-27 00:28:18,143][__main__][INFO] - step 270 | train/loss 1.5583 | train/acc 0.8272 | val/loss 2.0645 | val/acc 0.4981
[2026-04-27 00:28:18,307][__main__][INFO] - step 280 | train/loss 1.3048 | train/acc 0.8998 | val/loss 1.7358 | val/acc 0.6208
[2026-04-27 00:28:18,471][__main__][INFO] - step 290 | train/loss 1.0817 | train/acc 0.9459 | val/loss 1.5013 | val/acc 0.7024
[2026-04-27 00:28:18,630][__main__][INFO] - step 300 | train/loss 0.9000 | train/acc 0.9777 | val/loss 1.2819 | val/acc 0.8055
[2026-04-27 00:28:18,789][__main__][INFO] - step 310 | train/loss 0.7284 | train/acc 0.9938 | val/loss 1.0643 | val/acc 0.8940
[2026-04-27 00:28:18,956][__main__][INFO] - step 320 | train/loss 0.5780 | train/acc 0.9994 | val/loss 0.8640 | val/acc 0.9571
[2026-04-27 00:28:19,111][__main__][INFO] - step 330 | train/loss 0.4596 | train/acc 1.0000 | val/loss 0.6926 | val/acc 0.9902
[2026-04-27 00:28:19,277][__main__][INFO] - step 340 | train/loss 0.3687 | train/acc 1.0000 | val/loss 0.5612 | val/acc 0.9950
[2026-04-27 00:28:19,543][__main__][INFO] - step 350 | train/loss 0.2983 | train/acc 1.0000 | val/loss 0.4610 | val/acc 0.9994
[2026-04-27 00:28:19,709][__main__][INFO] - step 360 | train/loss 0.2417 | train/acc 1.0000 | val/loss 0.3861 | val/acc 0.9994
[2026-04-27 00:28:19,874][__main__][INFO] - step 370 | train/loss 0.1988 | train/acc 1.0000 | val/loss 0.3230 | val/acc 1.0000
[2026-04-27 00:28:20,042][__main__][INFO] - step 380 | train/loss 0.1649 | train/acc 1.0000 | val/loss 0.2746 | val/acc 1.0000
[2026-04-27 00:28:20,212][__main__][INFO] - step 390 | train/loss 0.1380 | train/acc 1.0000 | val/loss 0.2344 | val/acc 1.0000
[2026-04-27 00:28:20,371][__main__][INFO] - step 400 | train/loss 0.1157 | train/acc 1.0000 | val/loss 0.2013 | val/acc 1.0000
[2026-04-27 00:28:20,531][__main__][INFO] - step 410 | train/loss 0.0972 | train/acc 1.0000 | val/loss 0.1733 | val/acc 1.0000
[2026-04-27 00:28:20,694][__main__][INFO] - step 420 | train/loss 0.0820 | train/acc 1.0000 | val/loss 0.1472 | val/acc 1.0000
[2026-04-27 00:28:20,860][__main__][INFO] - step 430 | train/loss 0.0693 | train/acc 1.0000 | val/loss 0.1253 | val/acc 1.0000
[2026-04-27 00:28:21,114][__main__][INFO] - step 440 | train/loss 0.0585 | train/acc 1.0000 | val/loss 0.1077 | val/acc 1.0000
[2026-04-27 00:28:21,284][__main__][INFO] - step 450 | train/loss 0.0492 | train/acc 1.0000 | val/loss 0.0907 | val/acc 1.0000
[2026-04-27 00:28:21,451][__main__][INFO] - step 460 | train/loss 0.0417 | train/acc 1.0000 | val/loss 0.0776 | val/acc 1.0000
[2026-04-27 00:28:21,631][__main__][INFO] - step 470 | train/loss 0.0354 | train/acc 1.0000 | val/loss 0.0664 | val/acc 1.0000
[2026-04-27 00:28:21,796][__main__][INFO] - step 480 | train/loss 0.0300 | train/acc 1.0000 | val/loss 0.0554 | val/acc 1.0000
[2026-04-27 00:28:21,958][__main__][INFO] - step 490 | train/loss 0.0257 | train/acc 1.0000 | val/loss 0.0481 | val/acc 1.0000
[2026-04-27 00:28:22,121][__main__][INFO] - step 500 | train/loss 0.0219 | train/acc 1.0000 | val/loss 0.0410 | val/acc 1.0000
[2026-04-27 00:28:22,290][__main__][INFO] - step 510 | train/loss 0.0189 | train/acc 1.0000 | val/loss 0.0354 | val/acc 1.0000
[2026-04-27 00:28:22,467][__main__][INFO] - step 520 | train/loss 0.0166 | train/acc 1.0000 | val/loss 0.0311 | val/acc 1.0000
[2026-04-27 00:28:22,637][__main__][INFO] - step 530 | train/loss 0.0143 | train/acc 1.0000 | val/loss 0.0266 | val/acc 1.0000
[2026-04-27 00:28:22,811][__main__][INFO] - step 540 | train/loss 0.0125 | train/acc 1.0000 | val/loss 0.0234 | val/acc 1.0000
[2026-04-27 00:28:22,990][__main__][INFO] - step 550 | train/loss 0.0109 | train/acc 1.0000 | val/loss 0.0203 | val/acc 1.0000
[2026-04-27 00:28:23,171][__main__][INFO] - step 560 | train/loss 0.0096 | train/acc 1.0000 | val/loss 0.0177 | val/acc 1.0000
